,Buechberg,Crêtelongue,Davos,Ermensee,Gossau,Hasle,Kestenholz,Lamone,Maienfeld,Marthalen,Massongex,Niederbipp,Oberglatt,Oberwichtrach,Poschiavo,Samedan B,Schaffhausen,Sennwald,Soral,Trub,Utzenstorf,Visp,Volketswil,Vétroz,Wila,Wilchingen,Worben,Zürich
1990-01-22,0.026044548,0.0,0.0,0.0,0.019690877,0.0,0.00011334959,0.0,0.0,0.00074906903,0.0,0.0038086914,0.0,0.0,0.0,0.0,0.06872255,0.04319542,0.0,0.0,0.010977463,0.0,0.0,0.0,0.0052241427,0.08574307,0.00017056073,0.0027768794
1990-01-23,5.039069,2.2675595,0.0,1.4737647,1.2525485,2.1124716,6.5783362,0.0,0.084155284,4.793735,0.71535045,6.9308414,1.7698445,1.0154017,0.0,0.0,6.4648438,0.50459087,6.389994,1.137536,3.277728,0.40270674,1.8929838,0.42618334,2.1678166,6.2832537,4.4216657,0.77628344
1990-01-24,2.4892871,1.4438795,0.08462488,5.6559176,9.07633,5.7799897,3.8958507,0.0,2.0228577,3.6973846,1.3833205,4.2834587,2.661953,1.7124016,0.0,0.0,3.7352197,6.897497,0.90279704,3.2984035,5.8689933,2.2103348,4.387768,0.7907019,7.314873,6.9672036,4.557199,3.0564878
1990-01-25,14.345016,16.534983,2.956627,9.988705,7.455774,12.263315,13.904508,0.85327226,3.1986747,16.27107,11.499658,14.599722,15.840487,7.3567452,6.614946,1.385724,13.056824,8.680679,10.840467,8.584095,13.964764,13.955611,8.899789,18.094124,10.143186,14.592737,11.694973,11.027583
1990-01-26,0.09810518,5.187676,5.366107,3.5644987,4.973568,2.4833975,1.5099596,0.32016447,0.9538608,0.19242188,3.1036732,1.5340457,1.1053356,3.2207627,2.7396574,0.9557457,0.21887575,5.742763,1.0328863,5.031963,1.7396383,1.1798306,2.1464968,3.5180888,2.4735153,0.26559103,1.7743231,1.376741
1990-01-27,0.0,0.0,0.0,0.0,0.013459308,0.0,0.014013729,5.8014693,0.0,0.0,0.013290269,0.010940595,0.01338433,0.0,0.25023016,0.21024218,0.0,0.0020011608,0.0,0.0026252302,0.0,0.0,0.0,0.0,0.0,0.016257416,0.0,0.0021566993
1990-01-28,2.9901867,2.1779876,3.7518897,6.420943,3.2560422,8.604173,5.98907,32.311913,5.4123054,3.3300335,7.2623568,6.203193,4.249591,8.485594,20.33817,7.5975847,2.6344018,3.5372927,23.294199,7.726148,8.523762,2.3613565,3.5233278,0.9647665,2.5707104,3.1380944,11.906469,4.8270903
1990-01-29,0.0,0.0,0.007889292,0.0,0.056807008,0.30402276,0.038350143,18.67174,0.056434363,0.0,0.0038128425,0.044551242,0.0,0.0,2.4908772,0.5847484,0.0,0.022802642,0.036175597,0.0026252302,0.23698118,0.0,0.0,0.0,0.020666892,0.0,0.29068667,0.03756087
1990-01-30,0.0,0.0,0.35036215,0.0,0.010259841,0.08861014,0.0,4.585924,0.50802946,0.0,0.04546693,0.0,0.0,0.016166002,0.92012095,0.22683062,0.0,0.3969271,0.32467148,0.055324633,0.09923698,0.0,0.0,0.0,0.0,0.026614118,0.00017056073,0.0
1990-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7945674,0.0,0.0,0.0,0.0,0.0,0.0,0.024759559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
