,Crêtelongue,Davos,Ermensee,Hasle,Lamone,Maienfeld,Massongex,Oberwichtrach,Poschiavo,Schaffhausen,Sennwald,Visp,Vétroz,Zürich,Wila,Oberglatt,Worben,Utzenstorf,Marthalen
1995-07-01,485.547,1668.665,463.398,638.266,,565.602,458.542,549.738,,384.167,420.988,666.875,485.547,412.306,523.959,0.63,434.188,,0.14809090909090908
1995-07-02,485.628,1668.707,463.374,638.298,,565.624,458.638,549.842,,384.157,420.84,666.95,485.628,412.306,523.946,0.593,434.191,,0.15641176470588233
1995-07-03,486.014,1668.746,463.397,638.635,,565.959,459.128,550.037,,384.156,421.217,667.218,486.014,412.418,524.152,0.839,434.216,,0.27181578947368423
1995-07-04,485.654,1668.689,463.395,638.39,,565.82,458.715,550.144,,384.146,421.376,667.035,485.654,412.408,524.024,0.582,434.2,,0.17400000000000002
1995-07-05,485.474,1668.634,463.378,638.317,,565.521,458.457,550.099,,384.152,421.007,667.016,485.474,412.313,523.97,0.544,434.194,,0.162375
1995-07-06,485.339,1668.625,463.358,638.285,,565.525,458.319,550.012,,384.143,420.965,666.919,485.339,412.31,523.95,0.511,434.191,,0.152625
1995-07-07,485.217,1668.615,463.337,638.263,,565.455,458.197,549.761,,384.126,420.899,666.81,485.217,412.309,523.937,0.481,434.188,,0.1390909090909091
1995-07-08,485.367,1668.619,463.314,638.245,,565.374,458.188,549.625,,384.105,420.741,666.912,485.367,412.301,523.925,0.438,434.184,,0.12537500000000001
1995-07-09,485.432,1668.617,463.29,638.232,,565.327,458.242,549.58,,384.084,420.513,666.84,485.432,412.3,523.916,0.402,434.18,,0.139625
1995-07-10,485.501,1668.61,463.267,638.214,,565.522,458.432,549.581,,384.059,420.814,666.983,485.501,412.299,523.905,0.39,434.166,,0.12954545454545455
1995-07-11,485.585,1668.611,463.244,638.24,,565.537,458.578,549.605,,384.038,420.91,667.033,485.585,412.303,523.954,0.586,434.115,,0.12466666666666668
1995-07-12,485.552,1668.603,463.224,638.401,,565.442,458.581,549.905,,384.025,420.897,667.02,485.552,412.678,524.175,0.618,434.063,,0.12481818181818181
1995-07-13,485.571,1668.605,463.206,638.397,,565.439,458.571,549.743,,384.013,420.869,667.055,485.571,412.36,523.967,0.419,434.053,,0.12309523809523809
1995-07-14,485.634,1668.622,463.192,638.474,,565.403,458.671,549.911,,383.996,420.86,667.049,485.634,412.487,523.953,0.396,434.058,,0.11907142857142858
1995-07-15,485.526,1668.61,463.176,638.397,,565.218,458.514,550.029,,383.994,420.808,667.054,485.526,412.53,524.111,0.402,434.05,,0.16884375
1995-07-16,485.442,1668.575,463.166,638.362,,565.094,458.389,550.024,,383.985,420.374,667.016,485.442,412.361,524.038,0.434,434.07,,0.13635
1995-07-17,485.358,1668.57,463.157,638.343,,565.214,458.306,549.967,,383.962,420.569,666.937,485.358,412.393,523.981,0.376,434.052,,0.128
1995-07-18,485.21,1668.531,463.139,638.275,,565.178,458.134,549.761,,383.94,420.524,666.866,485.21,412.345,523.934,0.363,434.046,,0.1230909090909091
1995-07-19,485.279,1668.524,463.118,638.232,,565.193,458.197,549.571,,383.925,420.475,666.928,485.279,412.333,523.903,0.348,434.042,,0.11713333333333333
1995-07-20,485.547,1668.529,463.106,638.195,,565.156,458.52,549.576,,383.911,420.471,667.016,485.547,412.324,523.887,0.342,434.04,,0.11120000000000001
1995-07-21,485.697,1668.528,463.092,638.168,,565.192,458.696,549.636,,383.889,420.419,667.058,485.697,412.314,523.878,0.339,434.037,,0.10588888888888888
1995-07-22,485.657,1668.534,463.072,638.16,,565.175,458.635,549.719,,383.873,420.391,667.031,485.657,412.305,523.91,0.374,434.036,,0.1234090909090909
1995-07-23,485.746,1668.528,463.058,638.165,,565.079,458.689,549.738,,383.859,420.17,667.086,485.746,412.323,523.934,0.332,434.037,,0.1055
1995-07-24,485.692,1668.491,463.041,638.13,,565.144,458.66,549.722,,383.839,420.31,667.073,485.692,412.329,523.884,0.313,434.035,,0.10605555555555556
1995-07-25,485.671,1668.482,463.028,638.108,,565.096,458.653,549.711,,383.814,420.334,667.05,485.671,412.317,523.875,0.306,434.033,,0.10400000000000001
1995-07-26,485.694,1668.461,463.013,638.095,,565.054,458.644,549.639,,383.794,420.278,667.085,485.694,412.307,523.866,0.303,434.029,,0.10353333333333332
1995-07-27,485.689,1668.471,463.002,638.137,,565.068,458.69,549.7,,383.768,420.281,667.059,485.689,412.301,523.859,0.299,434.027,,0.0963529411764706
1995-07-28,485.49,1668.457,463.004,638.28,,565.109,458.465,549.766,,383.753,420.249,666.949,485.49,412.342,523.857,0.299,434.024,,0.0988235294117647
1995-07-29,485.337,1668.428,462.99,638.131,,564.865,458.186,549.62,,383.744,419.97,666.923,485.337,412.32,523.851,0.293,434.023,,0.09926666666666666
1995-07-30,485.273,1668.427,462.977,638.104,,564.655,458.112,549.535,,383.72,419.629,666.906,485.273,412.297,523.849,0.286,434.021,,0.09263636363636363
1995-07-31,485.252,1668.421,462.963,638.204,,564.858,458.211,549.511,,383.687,419.86,666.884,485.252,412.274,523.851,0.288,434.019,,0.09095454545454545
1995-08-01,485.195,1668.396,462.954,638.185,,564.708,458.135,549.491,,383.653,419.833,666.869,485.195,412.325,523.848,0.295,434.02,,0.09204999999999999
1995-08-02,485.181,1668.376,462.941,638.124,,564.783,458.144,549.464,,383.626,419.784,666.854,485.181,412.274,523.844,0.286,434.015,,0.08600000000000001
1995-08-03,485.132,1668.37,462.932,638.105,,564.673,458.159,549.347,,383.597,419.731,666.801,485.132,412.272,523.84,0.283,434.011,,0.08305555555555556
1995-08-04,485.053,1668.355,462.925,638.09,,564.719,458.139,549.305,,383.567,419.755,666.809,485.053,412.271,523.838,0.283,434.009,,0.08073333333333334
1995-08-05,485.002,1668.345,462.917,638.086,,564.524,457.901,549.266,,383.538,419.607,666.777,485.002,412.269,523.835,0.279,434.007,,0.08225
1995-08-06,484.909,1668.335,462.907,638.088,,564.477,457.743,549.195,,383.503,419.437,666.63,484.909,412.269,523.833,0.275,434.015,,0.08800000000000001
1995-08-07,485.067,1668.333,462.898,638.189,,564.716,458.183,549.287,,383.486,419.74,666.807,485.067,412.281,523.842,0.3,434.014,,0.1289
1995-08-08,485.069,1668.374,462.9,638.464,,564.702,458.122,549.388,,383.47,419.731,666.791,485.069,412.382,523.85,0.393,434.026,,0.08815384615384615
1995-08-09,484.954,1668.381,462.967,638.546,,564.79,457.977,549.564,,383.459,419.945,666.749,484.954,412.73,524.235,0.406,434.03,,0.08766666666666667
1995-08-10,484.864,1668.333,462.977,638.307,,564.637,457.979,549.42,,383.446,419.759,666.704,484.864,412.383,523.934,0.298,434.024,,0.08525
1995-08-11,484.882,1668.337,462.971,638.283,,564.62,457.96,549.33,,383.433,419.668,666.714,484.882,412.294,523.873,0.292,434.022,,0.08136842105263158
1995-08-12,485.054,1668.357,462.975,638.426,,564.634,457.999,549.479,,383.411,419.769,666.83,485.054,412.341,523.877,0.358,434.024,,0.0792
1995-08-13,485.033,1668.386,462.986,638.585,,564.656,457.952,549.577,,383.403,419.645,666.775,485.033,412.476,523.87,0.764,434.021,,0.08344444444444445
1995-08-14,485.027,1668.376,463.021,638.472,,564.78,458.022,549.543,,383.406,419.896,666.765,485.027,412.506,523.936,0.452,434.019,,0.1981111111111111
1995-08-15,484.993,1668.337,463.023,638.35,,564.616,457.96,549.485,,383.421,419.773,666.742,484.993,412.398,523.922,0.388,434.015,,0.1376666666666667
1995-08-16,484.892,1668.311,463.016,638.284,,564.699,457.91,549.348,,383.423,419.822,666.681,484.892,412.31,523.862,0.37,434.012,,0.10245454545454545
1995-08-17,484.832,1668.303,463.007,638.236,,564.705,457.866,549.219,,383.422,419.895,666.587,484.832,412.278,523.849,0.358,434.01,,0.09763636363636365
1995-08-18,484.575,1668.278,462.996,638.183,,564.594,457.631,549.123,,383.404,419.823,666.36,484.575,412.275,523.843,0.346,434.008,,0.0961
1995-08-19,484.415,1668.295,462.984,638.176,,564.397,457.269,549.047,,383.387,419.547,666.295,484.415,412.273,523.839,0.337,434.004,,0.12926315789473683
1995-08-20,484.378,1668.364,462.976,638.603,,564.453,457.114,549.113,,383.375,419.548,666.256,484.378,412.361,523.928,0.39,434.003,,0.14830000000000002
1995-08-21,484.609,1668.347,462.968,638.377,,564.562,457.552,549.288,,383.361,419.728,666.558,484.609,412.331,523.879,0.337,434.001,,0.12639999999999998
1995-08-22,484.724,1668.317,462.959,638.288,,564.622,457.772,549.192,,383.35,419.745,666.62,484.724,412.277,523.843,0.326,433.998,,0.1031875
1995-08-23,484.619,1668.304,462.945,638.251,,564.556,457.663,549.132,,383.33,419.75,666.466,484.619,412.272,523.835,0.323,433.997,,0.09066666666666666
1995-08-24,484.477,1668.294,462.938,638.286,,564.554,457.429,549.093,,383.329,419.731,666.407,484.477,412.271,523.834,0.338,434.003,,0.19006451612903227
1995-08-25,484.51,1668.344,462.931,638.309,,564.559,457.433,549.089,,383.31,419.743,666.488,484.51,412.289,523.83,0.318,433.997,,0.1275
1995-08-26,484.39,1668.354,462.92,638.296,,564.477,457.151,549.009,,383.301,419.644,666.285,484.39,412.316,523.896,0.332,433.996,,0.1301764705882353
1995-08-27,484.241,1668.322,462.906,638.238,,564.389,456.935,549.04,,383.296,419.563,666.234,484.241,412.277,523.853,0.298,433.993,,0.1105
1995-08-28,484.55,1668.353,462.945,638.811,,564.616,457.515,549.254,,383.32,419.999,666.528,484.55,412.705,524.346,0.454,434.005,,0.2718181818181818
1995-08-29,484.384,1668.341,462.978,638.828,,564.761,457.486,549.649,,383.372,420.756,666.168,484.384,412.819,524.507,0.434,433.996,,0.17273333333333335
1995-08-30,484.132,1668.328,463.015,638.644,,564.682,457.201,549.616,,383.499,420.681,666.007,484.132,412.758,524.504,0.47,433.995,,0.20864000000000002
1995-08-31,484.103,1668.316,463.025,638.489,,564.666,457.124,549.41,,383.604,420.345,666.005,484.103,412.502,524.21,0.44,433.992,,0.16205555555555554
1995-09-01,484.024,1668.309,463.023,638.411,,564.598,457.044,549.245,,383.646,420.127,665.929,484.024,412.38,524.078,0.422,433.99,,0.1464285714285714
1995-09-02,483.862,1668.339,463.019,638.355,,564.445,456.649,549.152,,383.652,419.809,665.905,483.862,412.331,523.999,0.398,433.989,,0.1346
1995-09-03,483.764,1668.375,463.007,638.341,,564.431,456.435,549.07,,383.646,419.752,665.908,483.764,412.295,523.96,0.408,433.994,,0.16964285714285715
1995-09-04,483.993,1668.396,463.013,638.708,,564.717,456.972,549.08,,383.632,420.077,665.999,483.993,412.449,524.077,0.423,434.001,,0.1238
1995-09-05,483.945,1668.376,463.018,638.491,,564.657,456.963,549.132,,383.632,420.002,665.934,483.945,412.377,524.029,0.381,433.995,,0.11639999999999999
1995-09-06,483.907,1668.375,463.014,638.405,,564.556,456.855,549.037,,383.631,419.932,665.904,483.907,412.304,523.964,0.367,433.993,,0.109375
1995-09-07,483.918,1668.4,463.009,638.479,,564.64,456.838,549.017,,383.614,419.963,665.922,483.918,412.292,523.937,0.371,434.01,,0.10627272727272728
1995-09-08,484.012,1668.494,463.011,638.534,,564.927,456.9,549.316,,383.6,420.467,665.946,484.012,412.382,523.954,0.36,434.011,,0.10518181818181818
1995-09-09,483.833,1668.477,463.011,638.474,,564.718,456.62,549.301,,383.597,420.253,665.928,483.833,412.348,524.076,0.37,434.022,,0.10483333333333333
1995-09-10,483.738,1668.455,463.001,638.408,,564.607,456.445,549.106,,383.602,419.982,665.904,483.738,412.331,524.009,0.337,434.007,,0.102375
1995-09-11,483.993,1668.448,462.996,638.36,,564.879,456.885,548.896,,383.596,420.192,666.063,483.993,412.276,523.945,0.331,434.001,,0.09842857142857143
1995-09-12,483.982,1668.44,462.999,638.426,,564.862,456.971,548.79,,383.591,420.168,666.009,483.982,412.279,523.914,0.363,434.008,,0.18408333333333335
1995-09-13,484.334,1668.52,463.025,638.736,,565.668,457.252,549.051,,383.586,420.529,666.425,484.334,412.345,524.103,0.472,434.143,,0.20021052631578948
1995-09-14,484.299,1668.524,463.092,638.727,,565.562,457.232,549.515,,383.588,420.791,666.196,484.299,412.544,524.479,0.456,434.096,,0.17149999999999999
1995-09-15,484.139,1668.477,463.115,638.553,,565.284,456.956,549.34,,383.605,420.462,666.095,484.139,412.421,524.277,0.444,434.063,,0.15114285714285716
1995-09-16,483.862,1668.452,463.118,638.485,,564.933,456.559,549.082,,383.611,420.19,665.961,483.862,412.335,524.162,0.435,434.044,,0.135
1995-09-17,483.752,1668.428,463.114,638.522,,564.778,456.438,548.908,,383.609,419.758,665.943,483.752,412.384,524.136,0.422,434.031,,0.12288888888888888
1995-09-18,483.854,1668.407,463.106,638.43,,564.993,456.656,548.754,,383.592,420.08,665.917,483.854,412.319,524.051,0.41,434.023,,0.119625
1995-09-19,483.893,1668.406,463.097,638.403,,565.005,456.71,548.657,,383.578,420.134,665.985,483.893,412.282,524.008,0.403,434.027,,0.11599999999999999
1995-09-20,484.009,1668.403,463.107,638.566,,565.096,456.868,548.66,,383.563,420.235,666.116,484.009,412.336,524.007,0.411,434.043,,0.114
1995-09-21,483.976,1668.385,463.127,638.571,,564.993,456.837,548.697,,383.563,420.142,666.055,483.976,412.521,524.25,0.439,434.034,,0.114
1995-09-22,483.925,1668.359,463.133,638.461,,564.877,456.703,548.671,,383.573,420.024,666.037,483.925,412.393,524.161,0.428,434.024,,0.11125
1995-09-23,483.721,1668.334,463.129,638.414,,564.618,456.389,548.752,,383.566,419.696,665.907,483.721,412.324,524.067,0.412,434.019,,0.1072
1995-09-24,483.676,1668.321,463.118,638.38,,564.617,456.302,549.212,,383.552,419.529,665.914,483.676,412.29,524.016,0.39,434.016,,0.106
1995-09-25,483.84,1668.309,463.111,638.442,,564.818,456.636,548.977,,383.525,419.852,665.89,483.84,412.29,524.056,0.388,434.018,,0.10688888888888888
1995-09-26,483.802,1668.287,463.102,638.397,,564.81,456.723,548.34,,383.505,419.826,665.865,483.802,412.289,524.009,0.382,434.013,,0.10633333333333334
1995-09-27,483.77,1668.272,463.091,638.414,,564.739,456.675,548.258,,383.48,419.757,665.839,483.77,412.283,524.085,0.397,434.013,,0.12554545454545454
1995-09-28,483.828,1668.28,463.116,638.803,,564.705,456.782,548.245,,383.48,419.812,665.917,483.828,412.665,524.707,0.451,434.02,,0.13677777777777778
1995-09-29,483.82,1668.262,463.115,638.492,,564.612,456.683,548.347,,383.49,419.702,665.954,483.82,412.42,524.323,0.435,434.012,,0.11083333333333334
1995-09-30,483.698,1668.247,463.109,638.438,,564.525,456.385,548.539,,383.485,419.661,665.874,483.698,412.347,524.175,0.43,434.009,,0.1075
1995-10-01,483.589,1668.246,463.103,638.405,,564.39,456.231,548.533,,383.472,419.409,665.814,483.589,412.304,524.1,0.409,434.008,,0.106
1995-10-02,483.731,1668.233,463.091,638.373,,564.658,456.532,548.512,,383.455,419.674,665.837,483.731,412.284,524.042,0.394,434.005,,0.103
1995-10-03,483.721,1668.22,463.081,638.345,,564.607,456.57,548.371,,383.436,419.6,665.843,483.721,412.269,523.999,0.384,434.004,,0.09933333333333334
1995-10-04,483.803,1668.215,463.068,638.319,,564.649,456.729,548.233,,383.415,419.615,665.85,483.803,412.263,523.971,0.374,434.004,,0.0975
1995-10-05,483.807,1668.217,463.057,638.304,,564.678,456.736,548.203,,383.392,419.616,665.864,483.807,412.263,523.944,0.364,434.005,,0.09566666666666668
1995-10-06,483.837,1668.218,463.049,638.293,,564.72,456.7,548.192,,383.373,419.629,666.026,483.837,412.258,523.927,0.357,434.004,,0.09425
1995-10-07,483.742,1668.219,463.039,638.28,,564.416,456.402,548.192,,383.352,419.475,665.933,483.742,412.261,523.914,0.342,434.002,,0.0945
1995-10-08,483.591,1668.209,463.025,638.263,,564.281,456.223,548.178,,383.329,419.265,665.903,483.591,412.263,523.903,0.327,434.003,,0.094
1995-10-09,483.747,1668.199,463.015,638.248,,564.587,456.514,548.148,,383.301,419.441,665.945,483.747,412.265,523.898,0.321,434.003,,0.094
1995-10-10,484.014,1668.198,463.006,638.235,,564.715,456.868,548.111,,383.277,419.65,666.144,484.014,412.264,523.891,0.316,434.003,,0.09325
1995-10-11,483.919,1668.196,462.994,638.221,,564.64,456.742,548.076,,383.258,419.634,666.046,483.919,412.261,523.888,0.313,434.003,,0.09233333333333334
1995-10-12,483.902,1668.187,462.98,638.205,,564.543,456.754,548.048,,383.239,419.542,665.973,483.902,412.26,523.88,0.311,434.003,,0.0925
1995-10-13,483.904,1668.177,462.97,638.196,,564.547,456.716,548.034,,383.217,419.539,665.947,483.904,412.258,523.875,0.31,434.003,,0.093
1995-10-14,483.693,1668.167,462.962,638.186,,564.321,456.411,548.031,,383.198,419.374,665.838,483.693,412.256,523.868,0.303,434.003,,0.09300000000000001
1995-10-15,483.544,1668.156,462.952,638.181,,564.18,456.199,548.021,,383.174,419.219,665.825,483.544,412.255,523.865,0.296,434.003,,0.0934
1995-10-16,483.707,1668.14,462.937,638.171,,564.386,456.566,547.94,,383.15,419.388,665.869,483.707,412.253,523.859,0.296,434.002,,0.09325
1995-10-17,483.778,1668.12,462.927,638.163,,564.553,456.701,547.878,,383.128,419.502,665.987,483.778,412.253,523.857,0.293,434.0,,0.09275
1995-10-18,483.812,1668.108,462.918,638.151,,564.566,456.726,547.868,,383.11,419.484,665.97,483.812,412.252,523.852,0.292,434.0,,0.09175
1995-10-19,483.822,1668.097,462.907,638.138,,564.503,456.723,547.885,,383.093,419.488,665.95,483.822,412.252,523.848,0.293,433.999,,0.091
1995-10-20,483.801,1668.087,462.9,638.13,,564.397,456.799,547.908,,383.072,419.423,665.911,483.801,412.254,523.847,0.294,433.999,,0.09033333333333333
1995-10-21,483.555,1668.083,462.889,638.118,,564.196,456.388,547.955,,383.055,419.136,665.795,483.555,412.25,523.845,0.293,434.0,,0.09033333333333333
1995-10-22,483.446,1668.074,462.881,638.106,,564.11,456.165,547.955,,383.03,419.139,665.769,483.446,412.25,523.844,0.29,434.0,,0.09
1995-10-23,483.67,1668.064,462.872,638.107,,564.443,456.497,547.942,,383.004,419.39,665.921,483.67,412.253,523.842,0.285,433.998,,0.0905
1995-10-24,483.72,1668.054,462.862,638.102,,564.511,456.577,547.929,,382.985,419.488,665.901,483.72,412.258,523.841,0.282,433.997,,0.09025
1995-10-25,483.719,1668.047,462.854,638.102,,564.449,456.628,547.877,,382.974,419.454,665.912,483.719,412.254,523.839,0.282,433.996,,0.09000000000000001
1995-10-26,483.708,1668.045,462.848,638.102,,564.523,456.73,547.844,,382.961,419.436,665.833,483.708,412.254,523.839,0.283,433.995,,0.09
1995-10-27,483.648,1668.034,462.843,638.1,,564.489,456.624,547.795,,382.949,419.322,665.819,483.648,412.253,523.836,0.281,433.997,,0.09000000000000001
1995-10-28,483.537,1668.028,462.837,638.101,,564.056,456.275,547.781,,382.934,419.152,665.742,483.537,412.253,523.836,0.277,433.998,,0.09342857142857143
1995-10-29,483.405,1668.024,462.831,638.099,,564.02,456.117,547.783,,382.925,418.969,665.742,483.405,412.253,523.836,0.281,433.999,,0.10175
1995-10-30,483.603,1668.021,462.826,638.095,,564.406,456.547,547.783,,382.905,419.156,665.801,483.603,412.256,523.832,0.282,433.996,,0.09100000000000001
1995-10-31,483.587,1668.015,462.82,638.095,,564.379,456.603,547.78,,382.889,419.318,665.704,483.587,412.25,523.831,0.277,433.995,,0.092
1995-11-01,483.467,1668.008,462.815,638.092,,564.085,456.211,547.765,,382.869,419.103,665.696,483.467,412.251,523.831,0.276,433.995,,0.094
1995-11-02,483.55,1668.004,462.817,638.303,,564.458,456.518,547.766,,382.858,419.282,665.695,483.55,412.392,523.899,0.291,433.996,,0.09259999999999999
1995-11-03,483.563,1667.999,462.817,638.196,,564.398,456.597,547.764,,382.834,419.358,665.651,483.563,412.304,523.848,0.272,433.994,,0.14400000000000002
1995-11-04,483.389,1667.996,462.82,638.181,,564.102,456.17,547.756,,382.836,419.128,665.626,483.389,412.279,523.912,0.272,433.995,,0.12422222222222223
1995-11-05,483.256,1667.995,462.814,638.141,,564.033,456.059,547.753,,382.843,419.024,665.593,483.256,412.268,523.844,0.26,433.994,,0.0965
1995-11-06,483.445,1667.994,462.805,638.113,,564.517,456.484,547.745,,382.835,419.354,665.624,483.445,412.267,523.837,0.264,433.994,,0.095
1995-11-07,483.506,1667.991,462.795,638.109,,564.615,456.577,547.741,,382.824,419.501,665.598,483.506,412.263,523.83,0.263,433.992,,0.09225
1995-11-08,483.512,1667.987,462.79,638.108,,564.522,456.585,547.741,,382.819,419.516,665.616,483.512,412.266,523.824,0.263,433.992,,0.09125
1995-11-09,483.535,1667.983,462.787,638.106,,564.526,456.608,547.742,,382.816,419.382,665.604,483.535,412.263,523.822,0.264,433.992,,0.09
