,SandyLoam_D85_REFERENCE,SandyLoam_D85_20150126,SandyLoam_D85_20150307,SandyLoam_D85_20150401,SandyLoam_D85_20150526,SandyLoam_D85_20150923,SandyLoam_D85_20151102
2000-08-15,8.583195686340332,8.583195686340332,8.583195686340332,8.583195686340332,8.583195686340332,8.583195686340332,8.583195686340332
2000-08-16,8.57951831817627,8.57951831817627,8.57951831817627,8.57951831817627,8.57951831817627,8.57951831817627,8.57951831817627
2000-08-17,8.57587718963623,8.57587718963623,8.57587718963623,8.57587718963623,8.57587718963623,8.57587718963623,8.57587718963623
2000-08-18,8.572216033935547,8.572216033935547,8.572216033935547,8.572216033935547,8.572216033935547,8.572216033935547,8.572216033935547
2000-08-19,8.568608283996582,8.568608283996582,8.568608283996582,8.568608283996582,8.568608283996582,8.568608283996582,8.568608283996582
2000-08-20,8.56509017944336,8.56509017944336,8.56509017944336,8.56509017944336,8.56509017944336,8.56509017944336,8.56509017944336
2000-08-21,8.561663627624512,8.561663627624512,8.561663627624512,8.561663627624512,8.561663627624512,8.561663627624512,8.561663627624512
2000-08-22,8.558307647705078,8.558307647705078,8.558307647705078,8.558307647705078,8.558307647705078,8.558307647705078,8.558307647705078
2000-08-23,8.555010795593262,8.555010795593262,8.555010795593262,8.555010795593262,8.555010795593262,8.555010795593262,8.555010795593262
2000-08-24,8.551750183105469,8.551750183105469,8.551750183105469,8.551750183105469,8.551750183105469,8.551750183105469,8.551750183105469
2000-08-25,8.548502922058105,8.548502922058105,8.548502922058105,8.548502922058105,8.548502922058105,8.548502922058105,8.548502922058105
2000-08-26,8.545305252075195,8.545305252075195,8.545305252075195,8.545305252075195,8.545305252075195,8.545305252075195,8.545305252075195
2000-08-27,8.542206764221191,8.542206764221191,8.542206764221191,8.542206764221191,8.542206764221191,8.542206764221191,8.542206764221191
2000-08-28,8.53918743133545,8.53918743133545,8.53918743133545,8.53918743133545,8.53918743133545,8.53918743133545,8.53918743133545
2000-08-29,8.536314964294434,8.536314964294434,8.536314964294434,8.536314964294434,8.536314964294434,8.536314964294434,8.536314964294434
2000-08-30,8.533531188964844,8.533531188964844,8.533531188964844,8.533531188964844,8.533531188964844,8.533531188964844,8.533531188964844
2000-08-31,8.530802726745605,8.530802726745605,8.530802726745605,8.530802726745605,8.530802726745605,8.530802726745605,8.530802726745605
2000-09-01,8.528124809265137,8.528124809265137,8.528124809265137,8.528124809265137,8.528124809265137,8.528124809265137,8.528124809265137
2000-09-02,8.525500297546387,8.525500297546387,8.525500297546387,8.525500297546387,8.525500297546387,8.525500297546387,8.525500297546387
2000-09-03,8.522990226745605,8.522990226745605,8.522990226745605,8.522990226745605,8.522990226745605,8.522990226745605,8.522990226745605
2000-09-04,8.520624160766602,8.520624160766602,8.520624160766602,8.520624160766602,8.520624160766602,8.520624160766602,8.520624160766602
2000-09-05,8.518362998962402,8.518362998962402,8.518362998962402,8.518362998962402,8.518362998962402,8.518362998962402,8.518362998962402
2000-09-06,8.516210556030273,8.516210556030273,8.516210556030273,8.516210556030273,8.516210556030273,8.516210556030273,8.516210556030273
2000-09-07,8.514141082763672,8.514141082763672,8.514141082763672,8.514141082763672,8.514141082763672,8.514141082763672,8.514141082763672
2000-09-08,8.512176513671875,8.512176513671875,8.512176513671875,8.512176513671875,8.512176513671875,8.512176513671875,8.512176513671875
2000-09-09,8.510295867919922,8.510295867919922,8.510295867919922,8.510295867919922,8.510295867919922,8.510295867919922,8.510295867919922
2000-09-10,8.508528709411621,8.508528709411621,8.508528709411621,8.508528709411621,8.508528709411621,8.508528709411621,8.508528709411621
2000-09-11,8.506854057312012,8.506854057312012,8.506854057312012,8.506854057312012,8.506854057312012,8.506854057312012,8.506854057312012
2000-09-12,8.505228996276855,8.505228996276855,8.505228996276855,8.505228996276855,8.505228996276855,8.505228996276855,8.505228996276855
2000-09-13,8.503628730773926,8.503628730773926,8.503628730773926,8.503628730773926,8.503628730773926,8.503628730773926,8.503628730773926
2000-09-14,8.502104759216309,8.502104759216309,8.502104759216309,8.502104759216309,8.502104759216309,8.502104759216309,8.502104759216309
2000-09-15,8.500641822814941,8.500641822814941,8.500641822814941,8.500641822814941,8.500641822814941,8.500641822814941,8.500641822814941
2000-09-16,8.499245643615723,8.499245643615723,8.499245643615723,8.499245643615723,8.499245643615723,8.499245643615723,8.499245643615723
2000-09-17,8.497926712036133,8.497926712036133,8.497926712036133,8.497926712036133,8.497926712036133,8.497926712036133,8.497926712036133
2000-09-18,8.496692657470703,8.496692657470703,8.496692657470703,8.496692657470703,8.496692657470703,8.496692657470703,8.496692657470703
2000-09-19,8.495558738708496,8.495558738708496,8.495558738708496,8.495558738708496,8.495558738708496,8.495558738708496,8.495558738708496
2000-09-20,8.494479179382324,8.494479179382324,8.494479179382324,8.494479179382324,8.494479179382324,8.494479179382324,8.494479179382324
2000-09-21,8.493428230285645,8.493428230285645,8.493428230285645,8.493428230285645,8.493428230285645,8.493428230285645,8.493428230285645
2000-09-22,8.492456436157227,8.492456436157227,8.492456436157227,8.492456436157227,8.492456436157227,8.492456436157227,8.492456436157227
2000-09-23,8.491545677185059,8.491545677185059,8.491545677185059,8.491545677185059,8.491545677185059,8.491545677185059,8.491545677185059
2000-09-24,8.49069595336914,8.49069595336914,8.49069595336914,8.49069595336914,8.49069595336914,8.49069595336914,8.49069595336914
