,SandyLoam_D85_REFERENCE,SandyLoam_D85_20150126,SandyLoam_D85_20150307,SandyLoam_D85_20150401,SandyLoam_D85_20150526,SandyLoam_D85_20150923,SandyLoam_D85_20151102
1996-03-12,8.551826477050781,8.551826477050781,8.551826477050781,8.551826477050781,8.551826477050781,8.551826477050781,8.551826477050781
1996-03-13,8.551867485046387,8.551867485046387,8.551867485046387,8.551867485046387,8.551867485046387,8.551867485046387,8.551867485046387
1996-03-14,8.551694869995117,8.551694869995117,8.551694869995117,8.551694869995117,8.551694869995117,8.551694869995117,8.551694869995117
1996-03-15,8.55132007598877,8.55132007598877,8.55132007598877,8.55132007598877,8.55132007598877,8.55132007598877,8.55132007598877
1996-03-16,8.550766944885254,8.550766944885254,8.550766944885254,8.550766944885254,8.550766944885254,8.550766944885254,8.550766944885254
1996-03-17,8.550076484680176,8.550076484680176,8.550076484680176,8.550076484680176,8.550076484680176,8.550076484680176,8.550076484680176
1996-03-18,8.549284934997559,8.549284934997559,8.549284934997559,8.549284934997559,8.549284934997559,8.549284934997559,8.549284934997559
1996-03-19,8.548423767089844,8.548423767089844,8.548423767089844,8.548423767089844,8.548423767089844,8.548423767089844,8.548423767089844
1996-03-20,8.547494888305664,8.547494888305664,8.547494888305664,8.547494888305664,8.547494888305664,8.547494888305664,8.547494888305664
1996-03-21,8.546481132507324,8.546481132507324,8.546481132507324,8.546481132507324,8.546481132507324,8.546481132507324,8.546481132507324
1996-03-22,8.545361518859863,8.545361518859863,8.545361518859863,8.545361518859863,8.545361518859863,8.545361518859863,8.545361518859863
1996-03-23,8.544193267822266,8.544193267822266,8.544193267822266,8.544193267822266,8.544193267822266,8.544193267822266,8.544193267822266
1996-03-24,8.54300308227539,8.54300308227539,8.54300308227539,8.54300308227539,8.54300308227539,8.54300308227539,8.54300308227539
1996-03-25,8.541793823242188,8.541793823242188,8.541793823242188,8.541793823242188,8.541793823242188,8.541793823242188,8.541793823242188
1996-03-26,8.540538787841797,8.540538787841797,8.540538787841797,8.540538787841797,8.540538787841797,8.540538787841797,8.540538787841797
1996-03-27,8.539217948913574,8.539217948913574,8.539217948913574,8.539217948913574,8.539217948913574,8.539217948913574,8.539217948913574
1996-03-28,8.537874221801758,8.537874221801758,8.537874221801758,8.537874221801758,8.537874221801758,8.537874221801758,8.537874221801758
1996-03-29,8.536460876464844,8.536460876464844,8.536460876464844,8.536460876464844,8.536460876464844,8.536460876464844,8.536460876464844
1996-03-30,8.535029411315918,8.535029411315918,8.535029411315918,8.535029411315918,8.535029411315918,8.535029411315918,8.535029411315918
1996-03-31,8.533576965332031,8.533576965332031,8.533576965332031,8.533576965332031,8.533576965332031,8.533576965332031,8.533576965332031
1996-04-01,8.532087326049805,8.532087326049805,8.532087326049805,8.532087326049805,8.532087326049805,8.532087326049805,8.532087326049805
1996-04-02,8.530557632446289,8.530557632446289,8.530557632446289,8.530557632446289,8.530557632446289,8.530557632446289,8.530557632446289
1996-04-03,8.528984069824219,8.528984069824219,8.528984069824219,8.528984069824219,8.528984069824219,8.528984069824219,8.528984069824219
1996-04-04,8.527382850646973,8.527382850646973,8.527382850646973,8.527382850646973,8.527382850646973,8.527382850646973,8.527382850646973
1996-04-05,8.525745391845703,8.525745391845703,8.525745391845703,8.525745391845703,8.525745391845703,8.525745391845703,8.525745391845703
1996-04-06,8.524069786071777,8.524069786071777,8.524069786071777,8.524069786071777,8.524069786071777,8.524069786071777,8.524069786071777
1996-04-07,8.522392272949219,8.522392272949219,8.522392272949219,8.522392272949219,8.522392272949219,8.522392272949219,8.522392272949219
1996-04-08,8.520761489868164,8.520761489868164,8.520761489868164,8.520761489868164,8.520761489868164,8.520761489868164,8.520761489868164
1996-04-09,8.519159317016602,8.519159317016602,8.519159317016602,8.519159317016602,8.519159317016602,8.519159317016602,8.519159317016602
1996-04-10,8.517593383789062,8.517593383789062,8.517593383789062,8.517593383789062,8.517593383789062,8.517593383789062,8.517593383789062
1996-04-11,8.516072273254395,8.516072273254395,8.516072273254395,8.516072273254395,8.516072273254395,8.516072273254395,8.516072273254395
1996-04-12,8.514605522155762,8.514605522155762,8.514605522155762,8.514605522155762,8.514605522155762,8.514605522155762,8.514605522155762
1996-04-13,8.51319408416748,8.51319408416748,8.51319408416748,8.51319408416748,8.51319408416748,8.51319408416748,8.51319408416748
1996-04-14,8.511758804321289,8.511758804321289,8.511758804321289,8.511758804321289,8.511758804321289,8.511758804321289,8.511758804321289
1996-04-15,8.510290145874023,8.510290145874023,8.510290145874023,8.510290145874023,8.510290145874023,8.510290145874023,8.510290145874023
1996-04-16,8.508784294128418,8.508784294128418,8.508784294128418,8.508784294128418,8.508784294128418,8.508784294128418,8.508784294128418
1996-04-17,8.507241249084473,8.507241249084473,8.507241249084473,8.507241249084473,8.507241249084473,8.507241249084473,8.507241249084473
1996-04-18,8.505674362182617,8.505674362182617,8.505674362182617,8.505674362182617,8.505674362182617,8.505674362182617,8.505674362182617
1996-04-19,8.504112243652344,8.504112243652344,8.504112243652344,8.504112243652344,8.504112243652344,8.504112243652344,8.504112243652344
1996-04-20,8.502573013305664,8.502573013305664,8.502573013305664,8.502573013305664,8.502573013305664,8.502573013305664,8.502573013305664
1996-04-21,8.501041412353516,8.501041412353516,8.501041412353516,8.501041412353516,8.501041412353516,8.501041412353516,8.501041412353516
1996-04-22,8.49949836730957,8.49949836730957,8.49949836730957,8.49949836730957,8.49949836730957,8.49949836730957,8.49949836730957
1996-04-23,8.497928619384766,8.497928619384766,8.497928619384766,8.497928619384766,8.497928619384766,8.497928619384766,8.497928619384766
1996-04-24,8.496370315551758,8.496370315551758,8.496370315551758,8.496370315551758,8.496370315551758,8.496370315551758,8.496370315551758
1996-04-25,8.494863510131836,8.494863510131836,8.494863510131836,8.494863510131836,8.494863510131836,8.494863510131836,8.494863510131836
1996-04-26,8.493399620056152,8.493399620056152,8.493399620056152,8.493399620056152,8.493399620056152,8.493399620056152,8.493399620056152
1996-04-27,8.491954803466797,8.491954803466797,8.491954803466797,8.491954803466797,8.491954803466797,8.491954803466797,8.491954803466797
1996-04-28,8.490527153015137,8.490527153015137,8.490527153015137,8.490527153015137,8.490527153015137,8.490527153015137,8.490527153015137
1996-04-29,8.48910140991211,8.48910140991211,8.48910140991211,8.48910140991211,8.48910140991211,8.48910140991211,8.48910140991211
1996-04-30,8.487695693969727,8.487695693969727,8.487695693969727,8.487695693969727,8.487695693969727,8.487695693969727,8.487695693969727
1996-05-01,8.486335754394531,8.486335754394531,8.486335754394531,8.486335754394531,8.486335754394531,8.486335754394531,8.486335754394531
1996-05-02,8.48502254486084,8.48502254486084,8.48502254486084,8.48502254486084,8.48502254486084,8.48502254486084,8.48502254486084
1996-05-03,8.4837646484375,8.4837646484375,8.4837646484375,8.4837646484375,8.4837646484375,8.4837646484375,8.4837646484375
1996-05-04,8.482571601867676,8.482571601867676,8.482571601867676,8.482571601867676,8.482571601867676,8.482571601867676,8.482571601867676
1996-05-05,8.48145580291748,8.48145580291748,8.48145580291748,8.48145580291748,8.48145580291748,8.48145580291748,8.48145580291748
1996-05-06,8.480381965637207,8.480381965637207,8.480381965637207,8.480381965637207,8.480381965637207,8.480381965637207,8.480381965637207
1996-05-07,8.47934341430664,8.47934341430664,8.47934341430664,8.47934341430664,8.47934341430664,8.47934341430664,8.47934341430664
1996-05-08,8.478297233581543,8.478297233581543,8.478297233581543,8.478297233581543,8.478297233581543,8.478297233581543,8.478297233581543
1996-05-09,8.477224349975586,8.477224349975586,8.477224349975586,8.477224349975586,8.477224349975586,8.477224349975586,8.477224349975586
1996-05-10,8.476146697998047,8.476146697998047,8.476146697998047,8.476146697998047,8.476146697998047,8.476146697998047,8.476146697998047
1996-05-11,8.475072860717773,8.475072860717773,8.475072860717773,8.475072860717773,8.475072860717773,8.475072860717773,8.475072860717773
1996-05-12,8.474074363708496,8.474074363708496,8.474074363708496,8.474074363708496,8.474074363708496,8.474074363708496,8.474074363708496
1996-05-13,8.473163604736328,8.473163604736328,8.473163604736328,8.473163604736328,8.473163604736328,8.473163604736328,8.473163604736328
1996-05-14,8.472335815429688,8.472335815429688,8.472335815429688,8.472335815429688,8.472335815429688,8.472335815429688,8.472335815429688
1996-05-15,8.471570014953613,8.471570014953613,8.471570014953613,8.471570014953613,8.471570014953613,8.471570014953613,8.471570014953613
1996-05-16,8.47085189819336,8.47085189819336,8.47085189819336,8.47085189819336,8.47085189819336,8.47085189819336,8.47085189819336
1996-05-17,8.470152854919434,8.470152854919434,8.470152854919434,8.470152854919434,8.470152854919434,8.470152854919434,8.470152854919434
1996-05-18,8.469463348388672,8.469463348388672,8.469463348388672,8.469463348388672,8.469463348388672,8.469463348388672,8.469463348388672
1996-05-19,8.4688138961792,8.4688138961792,8.4688138961792,8.4688138961792,8.4688138961792,8.4688138961792,8.4688138961792
1996-05-20,8.468199729919434,8.468199729919434,8.468199729919434,8.468199729919434,8.468199729919434,8.468199729919434,8.468199729919434
1996-05-21,8.46757984161377,8.46757984161377,8.46757984161377,8.46757984161377,8.46757984161377,8.46757984161377,8.46757984161377
1996-05-22,8.4669189453125,8.4669189453125,8.4669189453125,8.4669189453125,8.4669189453125,8.4669189453125,8.4669189453125
1996-05-23,8.466238021850586,8.466238021850586,8.466238021850586,8.466238021850586,8.466238021850586,8.466238021850586,8.466238021850586
1996-05-24,8.465581893920898,8.465581893920898,8.465581893920898,8.465581893920898,8.465581893920898,8.465581893920898,8.465581893920898
1996-05-25,8.464964866638184,8.464964866638184,8.464964866638184,8.464964866638184,8.464964866638184,8.464964866638184,8.464964866638184
1996-05-26,8.46438217163086,8.46438217163086,8.46438217163086,8.46438217163086,8.46438217163086,8.46438217163086,8.46438217163086
1996-05-27,8.463825225830078,8.463825225830078,8.463825225830078,8.463825225830078,8.463825225830078,8.463825225830078,8.463825225830078
1996-05-28,8.463273048400879,8.463273048400879,8.463273048400879,8.463273048400879,8.463273048400879,8.463273048400879,8.463273048400879
1996-05-29,8.462745666503906,8.462745666503906,8.462745666503906,8.462745666503906,8.462745666503906,8.462745666503906,8.462745666503906
1996-05-30,8.462199211120605,8.462199211120605,8.462199211120605,8.462199211120605,8.462199211120605,8.462199211120605,8.462199211120605
1996-05-31,8.461626052856445,8.461626052856445,8.461626052856445,8.461626052856445,8.461626052856445,8.461626052856445,8.461626052856445
1996-06-01,8.46101188659668,8.46101188659668,8.46101188659668,8.46101188659668,8.46101188659668,8.46101188659668,8.46101188659668
